substance,block,coder,trip_id,trip_id_inferred,dose_raw,item_id,item_code,level_1,level_2,level_3,occurrence_count,excerpt_idx,excerpt,source_row
psilocybin,01-10,Alessandra,Psilocybe_02,False,,sensory_delight_visual_nature,Sensory delight | Visual | Nature,Sensory delight,Visual,Nature,2,0,"the rain is like ice needles against my face, the wind is blowing as in dolby surround… wow",274
psilocybin,01-10,Alessandra,Psilocybe_02,False,,sensory_delight_visual_nature,Sensory delight | Visual | Nature,Sensory delight,Visual,Nature,2,1,So I wait watching the raindrops making circles on a puddle. Gorgeous.,274
psilocybin,01-10,Alessandra,Psilocybe_02,False,,sensory_delight_visual_artefact,Sensory delight | Visual | Artefact,Sensory delight,Visual,Artefact,1,0,I didn't realise the blanket is so beautiful!,275
psilocybin,01-10,Alessandra,Psilocybe_02,False,,sensory_delight_visual_other,Sensory delight | Visual | Other,Sensory delight,Visual,Other,2,0,because everything is so astonishing and it is always that way,276
psilocybin,01-10,Alessandra,Psilocybe_02,False,,sensory_delight_visual_other,Sensory delight | Visual | Other,Sensory delight,Visual,Other,2,1,"But I think I'm beautiful and in a perfect shape, radiant.",276
psilocybin,01-10,Alessandra,Psilocybe_02,False,,enhanced_mental_imagery,Enhanced mental imagery,Enhanced mental imagery,,,3,0,"We would like to make love, but visions seem to be more interesting. We are too distracted.",284
psilocybin,01-10,Alessandra,Psilocybe_02,False,,enhanced_mental_imagery,Enhanced mental imagery,Enhanced mental imagery,,,3,1,"I'm having memories of forgotten places, somewhere in the south of Italy, a beach town. Other images concerning circus, fairies, carousels.I think about Fellini and his love for the circus.",284
psilocybin,01-10,Alessandra,Psilocybe_02,False,,enhanced_mental_imagery,Enhanced mental imagery,Enhanced mental imagery,,,3,2,"I can create whatever realm I like, with no interferences. I have all kinds of visions",284
psilocybin,01-10,Alessandra,Psilocybe_02,False,,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,8,0,"I tried to cross the street, but I know I could be wrong evaluating the distances of the cars, and their speed.",286
psilocybin,01-10,Alessandra,Psilocybe_02,False,,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,8,1,"the wind is blowing as in dolby surround… wow, it is the first time I really understood what 'tripping' means: I entered an altered reality.",286
psilocybin,01-10,Alessandra,Psilocybe_02,False,,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,8,2,Sometimes when I'm having visions I have sudden broadening of conscience. It's like I understand the laws of psychedelic culture. I understand the need to enter such altered reality. It's like if my consciousness is always in that part of the world but I didn't realise it,286
psilocybin,01-10,Alessandra,Psilocybe_02,False,,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,8,3,I look at the mirror. Some say never do that.,286
psilocybin,01-10,Alessandra,Psilocybe_02,False,,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,8,4,"I understand I'm on holiday in a foreign country, but it reminds me of the travel with my parents when I was a child",286
psilocybin,01-10,Alessandra,Psilocybe_02,False,,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,8,5,"I understand where those visions do come from. Sometimes I open my eyes and I go back to the altered reality. The wood board ceiling is my solid reality with which I can keep in contact, even if the veins and nodes are floating.",286
psilocybin,01-10,Alessandra,Psilocybe_02,False,,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,8,6,"but this is not like being in ego death, since I'm aware that I'm under a drug effect.",286
psilocybin,01-10,Alessandra,Psilocybe_02,False,,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,8,7,"I'm afraid, and I think that this is due to the psychedelic drug.",286
psilocybin,01-10,Alessandra,Psilocybe_02,False,,amnesia,Amnesia,Amnesia,,,5,0,"I am lost. I don't know where on the Earth I am. No idea. Which country or place I'm in. I don't know how I got there, the only thing important is that my girlfriend needed a toilet.",292
psilocybin,01-10,Alessandra,Psilocybe_02,False,,amnesia,Amnesia,Amnesia,,,5,1,then I get lost I don't know where. Like if consciousness has stopped.,292
psilocybin,01-10,Alessandra,Psilocybe_02,False,,amnesia,Amnesia,Amnesia,,,5,2,"I feel her female body, but sometimes I really don't know who she is.",292
psilocybin,01-10,Alessandra,Psilocybe_02,False,,amnesia,Amnesia,Amnesia,,,5,3,I don't know where I am,292
psilocybin,01-10,Alessandra,Psilocybe_02,False,,amnesia,Amnesia,Amnesia,,,5,4,I want to take a shower but I'm too confused yet to remember how to do it.,292
psilocybin,01-10,Alessandra,Psilocybe_02,False,,domain-specific_violation_biological_projection,Domain-specific violation | Biological projection,Domain-specific violation,Biological projection,,2,0,Will power is in the centre of this geometric room and can move from one world to another through this kind of dimensional porthole.,294
psilocybin,01-10,Alessandra,Psilocybe_02,False,,domain-specific_violation_biological_projection,Domain-specific violation | Biological projection,Domain-specific violation,Biological projection,,2,1,"black heart-shaped obsidian, inside a dark cave. No light at all but I perceive it emanates pure evil. Every beat is a wave of pure evil.",294
psilocybin,01-10,Alessandra,Psilocybe_02,False,,domain-specific_violation_psychological_projection,Domain-specific violation | Psychological projection,Domain-specific violation,Psychological projection,,4,0,that create an esoteric symbol with an infinite power.,295
psilocybin,01-10,Alessandra,Psilocybe_02,False,,domain-specific_violation_psychological_projection,Domain-specific violation | Psychological projection,Domain-specific violation,Psychological projection,,4,1,will power can move from one world to another through this kind of dimensional porthole.,295
psilocybin,01-10,Alessandra,Psilocybe_02,False,,domain-specific_violation_psychological_projection,Domain-specific violation | Psychological projection,Domain-specific violation,Psychological projection,,4,2,"black heart-shaped obsidian, inside a dark cave. No light at all but I perceive it emanates pure evil. Every beat is a wave of pure evil.",295
psilocybin,01-10,Alessandra,Psilocybe_02,False,,domain-specific_violation_psychological_projection,Domain-specific violation | Psychological projection,Domain-specific violation,Psychological projection,,4,3,made of black fog that is the essence of evil.,295
psilocybin,01-10,Alessandra,Psilocybe_02,False,,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,11,0,Totally amazing.,297
psilocybin,01-10,Alessandra,Psilocybe_02,False,,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,11,1,I start laughing,297
psilocybin,01-10,Alessandra,Psilocybe_02,False,,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,11,2,"Maybe because we start laughing like crazy. We try to calm down, but it’s so hard. There's also a policeman, but we don't care much about it (how fool!). I felt a total junkie… and I liked it! Everything was so exciting!",297
psilocybin,01-10,Alessandra,Psilocybe_02,False,,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,11,3,"I laugh… Sure! It's always been like this, but you didn't know it!!! It's my reply.",297
psilocybin,01-10,Alessandra,Psilocybe_02,False,,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,11,4,But while I get the key I start laughing violently.,297
psilocybin,01-10,Alessandra,Psilocybe_02,False,,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,11,5,I'm having fun.,297
psilocybin,01-10,Alessandra,Psilocybe_02,False,,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,11,6,"It doesn't matter what I'm aiming at… everything is wonderful. I start spinning around, happy as ever.",297
psilocybin,01-10,Alessandra,Psilocybe_02,False,,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,11,7,Wonderful! Then we kiss each othe,297
psilocybin,01-10,Alessandra,Psilocybe_02,False,,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,11,8,I'm full of joy for the discovery of this chanceI... develop a sensation of pure love towards my dearest.,297
psilocybin,01-10,Alessandra,Psilocybe_02,False,,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,11,9,This gives me back a sense of self confidence.,297
psilocybin,01-10,Alessandra,Psilocybe_02,False,,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,11,10,I feel good and I feel like I learned a new way of moving my body. I do funny things in front of my reflecting image.,297
psilocybin,01-10,Alessandra,Psilocybe_02,False,,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,6,0,"all… only some all… only some anxiety, but very controlled.",298
psilocybin,01-10,Alessandra,Psilocybe_02,False,,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,6,1,Im so upset that I decide to change.,298
psilocybin,01-10,Alessandra,Psilocybe_02,False,,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,6,2,"I put on Radiohead, that seems appropriate for the experience, but I can't stand sounds that much. Too complicated. I prefer visions.",298
psilocybin,01-10,Alessandra,Psilocybe_02,False,,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,6,3,"I do fear I loose something, thoughts are so fast and powerful",298
psilocybin,01-10,Alessandra,Psilocybe_02,False,,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,6,4,Then a terrible noise cracks my head. It's like something with an increasing volume that makes my head explode.,298
psilocybin,01-10,Alessandra,Psilocybe_02,False,,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,6,5,"This time things are worse, I imagine the end of everything with the dissolution of the body, and it is so sad. Still. My mind is lost, wandering in confusion. I'm afraid,",298
psilocybin,01-10,Alessandra,Psilocybe_02,False,,arousal_abnormally_high,Arousal | Abnormally high,Arousal,Abnormally high,,3,0,"start running, following a path, but then I realise it is wrong.",300
psilocybin,01-10,Alessandra,Psilocybe_02,False,,arousal_abnormally_high,Arousal | Abnormally high,Arousal,Abnormally high,,3,1,I feel a increasing euphoria inside me,300
psilocybin,01-10,Alessandra,Psilocybe_02,False,,arousal_abnormally_high,Arousal | Abnormally high,Arousal,Abnormally high,,3,2,few minutes I'm under the shower singing like Marilyn… full of euphoria.,300
psilocybin,01-10,Alessandra,Psilocybe_02,False,,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,7,0,I stand up and start moving. Its hard to manage but not impossible. Its like I am a puppet moving with wires.,301
psilocybin,01-10,Alessandra,Psilocybe_02,False,,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,7,1,"I try to take off my shoes but it seems so hard to do it, I can't understand how strings go.Then I lay on bed.",301
psilocybin,01-10,Alessandra,Psilocybe_02,False,,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,7,2,"trying to speak but we start repeating things with no sense. It's so hard to communicate, because our timing doesn't match.",301
psilocybin,01-10,Alessandra,Psilocybe_02,False,,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,7,3,"I lay down with my eyes closed, I focus on body sensation. I feel the weight of flesh, it's consistency and materiality. Like an anchor keeping me down, preventing me from flying.",301
psilocybin,01-10,Alessandra,Psilocybe_02,False,,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,7,4,I assume a foetus-like position under the blanket.,301
psilocybin,01-10,Alessandra,Psilocybe_02,False,,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,7,5,I feel more or less like if I am in a death state,301
psilocybin,01-10,Alessandra,Psilocybe_02,False,,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,7,6,I decide to stop and clear my mind on the bed.,301
psilocybin,01-10,Alessandra,Psilocybe_02,False,,insight_metaphysical,Insight | Metaphysical,Insight,Metaphysical,,2,0,I understand art as a way to express the altered reality and project it into the normal world. I feel the creative potential of such substances.,305
psilocybin,01-10,Alessandra,Psilocybe_02,False,,insight_metaphysical,Insight | Metaphysical,Insight,Metaphysical,,2,1,I see love as the only chance for human development.,305
psilocybin,01-10,Alessandra,Psilocybe_02,False,,insight_practical,Insight | Practical,Insight,Practical,,2,0,"I feel its danger for society, we must keep control of them because they're too powerful and can destabilise the system.",307
psilocybin,01-10,Alessandra,Psilocybe_02,False,,insight_practical,Insight | Practical,Insight,Practical,,2,1,A first concept is related to the multiple layer reality we can access through the psychedelic substances.,307
psilocybin,01-10,Alessandra,Psilocybe_02,False,,insight_existential,Insight | Existential,Insight,Existential,,4,0,"I think I'll never use them again, because I like reality the way it is.",308
psilocybin,01-10,Alessandra,Psilocybe_02,False,,insight_existential,Insight | Existential,Insight,Existential,,4,1,I understand that also in ordinary life I can shape my reality with a strong will.,308
psilocybin,01-10,Alessandra,Psilocybe_02,False,,insight_existential,Insight | Existential,Insight,Existential,,4,2,I understand gypsy life as a possible way of living.,308
psilocybin,01-10,Alessandra,Psilocybe_02,False,,insight_existential,Insight | Existential,Insight,Existential,,4,3,I feel like I'm more powerful and I can obtain everything from life.,308
psilocybin,01-10,Alessandra,Psilocybe_02,False,,sense_of_surprise_and_unexpectedness,Sense of surprise and unexpectedness,Sense of surprise and unexpectedness,,,2,0,I want to record every single thing I'm experiencing...I start taking pictures of everything,313
psilocybin,01-10,Alessandra,Psilocybe_02,False,,sense_of_surprise_and_unexpectedness,Sense of surprise and unexpectedness,Sense of surprise and unexpectedness,,,2,1,"My nudity gives me a weird feeling, every detail surprises me.",313
psilocybin,01-10,Alessandra,Psilocybe_03,False,,auditory_hallucination_extraordinary_entity_spirit,Auditory hallucination | Extraordinary entity | Spirit,Auditory hallucination,Extraordinary entity,Spirit,1,0,aware that I was standing in front of a board of spirits... I could not see the spirits but I could hear them clearly,392
psilocybin,01-10,Alessandra,Psilocybe_03,False,,sensory_delight_auditory_music,Sensory delight | Auditory | Music,Sensory delight,Auditory,Music,1,0,the welcoming waves of music washed over me and made me smile,435
psilocybin,01-10,Alessandra,Psilocybe_03,False,,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,3,0,felt as if the foothold upon which I was leaning my weight had splintered and I was suddenly losing my mental balance.,442
psilocybin,01-10,Alessandra,Psilocybe_03,False,,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,3,1,By this time I could understand what had earlier occurred and was well aware of the scene that I had made. The last thing I wanted was to cause another stir upon my reentry.,442
psilocybin,01-10,Alessandra,Psilocybe_03,False,,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,3,2,"I could sense that some of the outlying individuals in my party didn't know what to think of my spell of madness,",442
psilocybin,01-10,Alessandra,Psilocybe_03,False,,amnesia,Amnesia,Amnesia,,,2,0,"My mental faculties resembled those of a goldfish, as their memories only maintain for seconds at a time. As soon as I would recognize where I was, my memory would reset, and I would have to teach myself the basics all over again.",448
psilocybin,01-10,Alessandra,Psilocybe_03,False,,amnesia,Amnesia,Amnesia,,,2,1,It was at this point that I lost my ability to use my mind entirely. For the next series of events I am forced to rely on the anecdotes of my friends who were sitting nearby.,448
psilocybin,01-10,Alessandra,Psilocybe_03,False,,domain-specific_violation_psychological_projection,Domain-specific violation | Psychological projection,Domain-specific violation,Psychological projection,,1,0,"which had come to council me on my earlier stumble into confusion.The spirits existed in another dimension, and seemed to be from a future time.",451
psilocybin,01-10,Alessandra,Psilocybe_03,False,,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,3,0,and excitement,453
psilocybin,01-10,Alessandra,Psilocybe_03,False,,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,3,1,the welcoming waves of music washed over me and made me smile...and the music was warm and welcoming,453
psilocybin,01-10,Alessandra,Psilocybe_03,False,,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,3,2,"I had come full circle, and was finally resting in the comfortable, euphoric, and highly energized state of mind that I had initially enjoyed at the very start of the concert.",453
psilocybin,01-10,Alessandra,Psilocybe_03,False,,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,5,0,slight discomfort and angst paired with an electric twinge of apprehension,454
psilocybin,01-10,Alessandra,Psilocybe_03,False,,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,5,1,My comfort level began to slide,454
psilocybin,01-10,Alessandra,Psilocybe_03,False,,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,5,2,"I felt as if I had been caught by the outer currents of a whirlpool, and while the pace of my movement wasn't yet alarming, I knew that I was heading someplace I didn’t want to be.",454
psilocybin,01-10,Alessandra,Psilocybe_03,False,,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,5,3,"I started to panic and immediately went into emergency mode....I reassured myself with the voice of an experienced traveler of the depths, but I was unable to accept what I had to say…",454
psilocybin,01-10,Alessandra,Psilocybe_03,False,,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,5,4,During the return walk I felt fairly uncomfortable about returning to the concert.,454
psilocybin,01-10,Alessandra,Psilocybe_03,False,,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,4,0,felt as if the foothold upon which I was leaning my weight had splintered and I was suddenly losing my mental balance.,457
psilocybin,01-10,Alessandra,Psilocybe_03,False,,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,4,1,"went into emergency mode, sitting down in my seat and cradling my head in my hands",457
psilocybin,01-10,Alessandra,Psilocybe_03,False,,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,4,2,"My body gave way, and I drifted, face first, toward the row of seats in front of me, landing on a young couple. ). Two of my friends picked me up off the ground and sat me back in my chair...I was incapable of speech",457
psilocybin,01-10,Alessandra,Psilocybe_03,False,,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,4,3,"I was extremely weak leaving the venue and could barely hold my head off my chest. I requested to my friend that I sit down against a fence and rest...After roughly 30 minutes leaning against the fence, my friend picked me off the ground and led me back to my seat.",457
psilocybin,01-10,Alessandra,Psilocybe_03,False,,insight_religious,Insight | Religious,Insight,Religious,,2,0,"A race of humans in another dimension had been buoyed by psychedelic experimentation and had evolved new mental capacities.... It was my job to have my neighbors ready, with the necessary sets of faculties and mental tools, at the desired point in space-time.",462
psilocybin,01-10,Alessandra,Psilocybe_03,False,,insight_religious,Insight | Religious,Insight,Religious,,2,1,They then explained that the state of confusion I had suffered earlier in the day had been a byproduct of a recalibration scheme,462
psilocybin,01-10,Alessandra,Psilocybe_03,False,,ego_dissolution_social_self,Ego dissolution | Social self,Ego dissolution,Social self,,1,0,"was sliding into the fast-moving currents of the whirlpool of confusion. I desperately tried to grab a mental hold of something familiar... . Each time I caught hold of something familiar, the entity was immediately ripped from my grass.. My mind was resetting itself and the period between resets was shrinking with every passing moment",466
psilocybin,01-10,Alessandra,Psilocybe_04,False,,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,2,0,"I start seeing the hallmark shapes of the medicine spirit. [I get this incidental intuition that the shapes are fractal in nature. They are alternating zones of bright complementary colors, possibly blues and oranges",479
psilocybin,01-10,Alessandra,Psilocybe_04,False,,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,2,1,"saw what I can only call spirits, came to grips with a pesky demon who has been bothering me for decades, declared that my wife and I had been 'here before",479
psilocybin,01-10,Alessandra,Psilocybe_04,False,,visual_hallucination_geometrical_pattern,Visual hallucination | Geometrical pattern,Visual hallucination,Geometrical pattern,,1,0,shapes are fractal,482
psilocybin,01-10,Alessandra,Psilocybe_04,False,,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,1,0,"alternating zones of bright complementary colors, possibly blues and oranges",510
psilocybin,01-10,Alessandra,Psilocybe_04,False,,visual_hallucination_extraordinary_entity_spirit,Visual hallucination | Extraordinary entity | Spirit,Visual hallucination,Extraordinary entity,Spirit,1,0,spirits,513
psilocybin,01-10,Alessandra,Psilocybe_04,False,,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,1,0,pesky demon,516
psilocybin,01-10,Alessandra,Psilocybe_04,False,,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,2,0,"I start seeing the hallmark shapes of the medicine spirit. [I get this incidental intuition that the shapes are fractal in nature. They are alternating zones of bright complementary colors, possibly blues and oranges",580
psilocybin,01-10,Alessandra,Psilocybe_04,False,,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,2,1,"saw what I can only call spirits, came to grips with a pesky demon who has been bothering me for decades, declared that my wife and I had been 'here before",580
psilocybin,01-10,Alessandra,Psilocybe_04,False,,domain-specific_violation_psychological_projection,Domain-specific violation | Psychological projection,Domain-specific violation,Psychological projection,,2,0,"came to grips with a pesky demon who has been bothering me for decades, declared that my wife and I had been 'here before",607
psilocybin,01-10,Alessandra,Psilocybe_04,False,,domain-specific_violation_psychological_projection,Domain-specific violation | Psychological projection,Domain-specific violation,Psychological projection,,2,1,"Coming down is a very tranquil, love-filled experience. We have so much love in us.",607
psilocybin,01-10,Alessandra,Psilocybe_04,False,,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,1,0,"The rest of the journey was beautiful, full of sorrow and joy. Lots of laughter too",609
psilocybin,01-10,Alessandra,Psilocybe_04,False,,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,3,0,"My fear intensifies as my control recedes.. I see myself on a very high bridge, pirouetting on the railing. I do not look anything like myself, more like an acrobat from the Cirque du Soleil - but this is me, unmistakably.",610
psilocybin,01-10,Alessandra,Psilocybe_04,False,,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,3,1,"my body becomes saturated with sadness. I sob incessantly, something enormous and vibratory wells up in me",610
psilocybin,01-10,Alessandra,Psilocybe_04,False,,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,3,2,"A howl forms in my throat. A howl, a scream that goes on for hours. I am now on my knees about to explode with - with ANGER! ANGER!",610
psilocybin,01-10,Alessandra,Psilocybe_04,False,,arousal_abnormally_low,Arousal | Abnormally low,Arousal,Abnormally low,,1,0,"slight impairment of balance, I decide to lie down",613
psilocybin,01-10,Alessandra,Psilocybe_04,False,,insight_existential,Insight | Existential,Insight,Existential,,2,0,"Let's just say that I was probably not physically abused, but my boundaries as a child were constantly violated. I lived in fear and self-loathing. I was a little boy who had crawled under the rock and pointed a pitiful spear at the world.",620
psilocybin,01-10,Alessandra,Psilocybe_04,False,,insight_existential,Insight | Existential,Insight,Existential,,2,1,We have so much love in us. How can we forget that? What has gone wrong with us that we lose sight of the very act of being? Perhaps we wish to be ... comfortably numb.,620
psilocybin,01-10,Alessandra,Psilocybe_05,False,,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,3,0,"the words began to very flicker and shimmer ever so slightly, and I was caught by surprise. Suddenly, the slight shimmering grew dramatically in intensity",633
psilocybin,01-10,Alessandra,Psilocybe_05,False,,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,3,1,"My friend was sending me links of trippy artwork, which mutated, shimmered, melted, and grew violently. The images would seem to grow a few inches out in all directions, only to slowly be drawn back in.",633
psilocybin,01-10,Alessandra,Psilocybe_05,False,,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,3,2,"The darkness that engulfed the eerie electronic glow of my computer screen would suddenly seem especially dark, only to slowly mutate into a spectacle of dim light, and back again.",633
psilocybin,01-10,Alessandra,Psilocybe_05,False,,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,2,0,"While viewing a particularly trippy picture, I was amazed at how realistic my pronounced hallucinations had become. I could see the sun rising and then setting, rising and then setting in the background of this picture, and every single component seemed to be a breathing, living mass of cosmic sludge.",634
psilocybin,01-10,Alessandra,Psilocybe_05,False,,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,2,1,"my hallucinations ceased to be limited to the words and pictures on my screen, and I found myself staring at a beautiful golden sun comprised entirely of geometric figures that appeared to be etched in to the very background of my screen.",634
psilocybin,01-10,Alessandra,Psilocybe_05,False,,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,4,0,"I pictured myself as a small child lost in space, flying deeper and deeper into the regions of the nether.",635
psilocybin,01-10,Alessandra,Psilocybe_05,False,,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,4,1,shimmering outlines of black snakes slithered around me,635
psilocybin,01-10,Alessandra,Psilocybe_05,False,,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,4,2,"my nearby desk transform into a black, stone statue of a panther that appeared to be half alive.",635
psilocybin,01-10,Alessandra,Psilocybe_05,False,,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,4,3,"Faces, hordes and hordes of faces, cascaded my field of vision like some otherworldly waterfall",635
psilocybin,01-10,Alessandra,Psilocybe_05,False,,type_of_visual_alteration_full-blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,1,0,"had entered a fully realized, three-dimensional dream world...as quivering, mutating undescribable _things_ stared back at me. These alien-like monstrosities had dimensions and proportions that were utterly disturbing",636
psilocybin,01-10,Alessandra,Psilocybe_05,False,,visual_hallucination_geometrical_pattern,Visual hallucination | Geometrical pattern,Visual hallucination,Geometrical pattern,,1,0,geometric figures,638
psilocybin,01-10,Alessandra,Psilocybe_05,False,,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",1,0,small child,642
psilocybin,01-10,Alessandra,Psilocybe_05,False,,visual_hallucination_human_unknown_persons,Visual hallucination | Human | Unknown person(s),Visual hallucination,Human,Unknown person(s),1,0,faces,643
psilocybin,01-10,Alessandra,Psilocybe_05,False,,visual_hallucination_human_others,Visual hallucination | Human | Other(s),Visual hallucination,Human,Other(s),2,0,hordes,645
psilocybin,01-10,Alessandra,Psilocybe_05,False,,visual_hallucination_human_others,Visual hallucination | Human | Other(s),Visual hallucination,Human,Other(s),2,1,hordes of faces,645
psilocybin,01-10,Alessandra,Psilocybe_05,False,,visual_hallucination_artefact_other,Visual hallucination | Artefact | Other,Visual hallucination,Artefact,Other,1,0,stone statue of a panther,651
psilocybin,01-10,Alessandra,Psilocybe_05,False,,visual_hallucination_animal_other,Visual hallucination | Animal | Other,Visual hallucination,Animal,Other,1,0,black snakes,657
psilocybin,01-10,Alessandra,Psilocybe_05,False,,visual_hallucination_inorganic_entity_earth_river_sky_cloud,"Visual hallucination | Inorganic entity | Earth, river, sky, cloud",Visual hallucination,Inorganic entity,"Earth, river, sky, cloud",3,0,space,665
psilocybin,01-10,Alessandra,Psilocybe_05,False,,visual_hallucination_inorganic_entity_earth_river_sky_cloud,"Visual hallucination | Inorganic entity | Earth, river, sky, cloud",Visual hallucination,Inorganic entity,"Earth, river, sky, cloud",3,1,sun,665
psilocybin,01-10,Alessandra,Psilocybe_05,False,,visual_hallucination_inorganic_entity_earth_river_sky_cloud,"Visual hallucination | Inorganic entity | Earth, river, sky, cloud",Visual hallucination,Inorganic entity,"Earth, river, sky, cloud",3,2,beautiful golden sun,665
psilocybin,01-10,Alessandra,Psilocybe_05,False,,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,2,0,regions of the nether,666
psilocybin,01-10,Alessandra,Psilocybe_05,False,,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,2,1,living mass of cosmic sludge,666
